5.0,0.02786424975707205
30.0,0.0071716197272057814
55.0,0.007136729238871891
80.0,0.0071175121390762925
105.0,0.007102892195684582
130.0,0.007090442943929781
155.0,0.007079072731858814
180.0,0.007068192343340498
205.0,0.007057424111246757
230.0,0.007046497969835871
255.0,0.00703521160587078
280.0,0.007023414652941632
305.0,0.007011002565890981
330.0,0.006997914309324564
355.0,0.006984131035431546
380.0,0.006969674195984954
405.0,0.006954602254485639
430.0,0.00693900572576547
455.0,0.006923000742101875
480.0,0.006906721680948878
505.0,0.006890313536952106
530.0,0.006873924679565329
555.0,0.006857700467535547
580.0,0.00684177798098775
605.0,0.00682628195322082
630.0,0.006811321869111207
655.0,0.0067969901391750406
680.0,0.00678336123452772
705.0,0.00677049165682346
730.0,0.006758420607909556
755.0,0.006747171215018652
780.0,0.006736752162007976
805.0,0.006727159578857856
830.0,0.006718379051917103
855.0,0.006710387635552066
880.0,0.006703155769589793
905.0,0.0066966490331578
930.0,0.006690829691212023
955.0,0.006685658012869815
980.0,0.006681093359206134
