6.81,3.268,12.089,12.0,18.4,34.4,0.0,23.8
12.0,4.634,11.106,0.0,0.0,7.2,41.6,34.01
13.2,2.046,12.586,0.0,0.0,0.0,0.0,21.68
19.3,3.474,26.473,6.4,0.0,8.0,8.0,42.33
12.4,5.424,15.612,28.0,34.0,48.0,25.6,33.0
7.54,13.259,43.204,37.6,16.0,90.4,0.0,46.49
17.5,6.162,27.069,3.2,0.0,10.4,6.4,39.69
53.7,14.281,57.158,18.4,20.8,63.2,24.0,128.9
30.2,11.544,24.317,0.8,0.0,0.8,2.4,59.05
8.94,2.962,7.129,0.0,0.0,0.0,0.0,17.92
19.6,6.626,19.746,0.0,0.0,0.0,0.0,41.04
10.6,5.906,16.159,23.2,14.4,16.0,31.2,90.54
68.1,19.787,43.905,1.6,0.0,0.8,0.8,90.31
10.8,4.002,12.733,0.0,0.0,0.0,0.0,24.44
7.24,2.371,8.738,0.0,0.0,7.2,4.0,17.71
23.6,10.345,43.478,12.8,0.0,55.6,31.6,82.34
15.2,4.638,13.662,0.0,0.0,0.0,0.0,30.28
9.27,1.585,12.167,1.6,0.0,16.8,0.0,15.78
8.75,3.171,8.095,0.0,0.0,0.0,0.0,19.57
7.96,2.441,8.26,0.0,0.0,15.2,7.2,17.59
3.86,1.788,3.565,0.0,0.0,0.0,0.0,7.858
7.91,3.656,6.427,0.0,7.2,42.4,47.2,24.88
21.3,10.701,21.671,0.0,0.0,6.4,0.0,45.96
6.4,2.301,4.597,0.8,2.4,0.0,0.0,12.12
4.06,1.758,3.894,0.0,0.0,0.0,0.0,7.911
4.47,2.052,4.556,1.6,0.0,65.6,15.2,13.63
4.12,2.264,4.083,4.8,0.0,0.0,4.8,10.04
6.93,2.433,5.495,0.0,0.0,4.0,0.0,12.56
48.6,12.263,69.089,16.8,12.0,38.4,36.8,100.9
5.96,2.032,5.587,1.6,4.8,0.8,1.6,12.12
31.1,16.807,35.052,2.4,2.4,1.6,8.0,76.91
38.0,8.789,33.019,3.2,0.0,96.0,12.8,62.72
12.2,4.294,9.598,0.0,0.0,0.8,0.0,29.56
27.4,3.003,21.62,0.8,21.6,0.0,0.0,31.58
17.9,6.957,45.864,92.0,40.0,76.8,26.4,120.0
3.48,1.55,3.28,0.0,0.0,0.0,0.0,6.59
4.89,2.171,4.578,0.8,0.0,71.2,10.4,10.95
3.57,1.835,3.385,0.0,0.0,0.0,0.0,8.891
28.1,17.744,24.372,0.0,0.0,0.0,0.0,62.26
3.26,1.915,3.509,24.4,1.6,0.0,30.4,8.73
6.65,2.558,5.984,0.0,0.0,0.0,0.0,13.34
36.0,2.334,42.925,2.4,1.6,0.0,3.2,45.18
56.0,25.597,66.234,26.4,0.8,75.2,16.0,99.48
6.6,2.762,14.695,9.6,0.0,2.4,0.0,22.1
8.75,3.467,8.093,0.0,1.6,17.6,11.2,19.44
12.9,3.315,9.547,0.0,0.0,0.0,0.0,22.33
